,Company,TypeName,Inches,Cpu,Ram,Memory1,Memory2,Gpu,OpSys,Price
474,Asus,Notebook,15.6,Intel Core i7,12,128GB SSD,1TB HDD,Intel HD Graphics,Windows 10,69210.72
475,Dell,Notebook,14.0,Intel Core i3,8,128GB SSD,No memory,Intel HD Graphics,Windows 10,39427.2
476,Dell,Workstation,14.0,Intel Core i7,8,256GB SSD,No memory,Nvidia Quadro M1200,Windows 10,128298.24
477,Lenovo,Notebook,14.0,Intel Core i5,8,180GB SSD,No memory,Intel HD Graphics,Windows 10,72673.92
479,Toshiba,Notebook,13.3,Intel Core i5,8,256GB SSD,No memory,Intel HD Graphics,Windows 10,89084.16
480,Dell,Notebook,15.6,Intel Core i7,8,512GB SSD,No memory,Nvidia GeForce 940MX,Windows 10,67239.36
481,Dell,Notebook,15.6,Intel Core i3,4,1TB HDD,No memory,Intel HD Graphics,Windows 10,31254.048
482,HP,Notebook,13.3,Intel Core i5,4,128GB SSD,No memory,Intel UHD Graphics,Windows 10,38681.28
483,Chuwi,Notebook,15.6,Intel Atom,4,64GB Flash Storage,No memory,Intel HD Graphics,Windows 10,13261.392
484,Lenovo,Notebook,15.6,Intel Core i3,4,128GB SSD,No memory,Intel HD Graphics,Windows 10,30103.2
485,Lenovo,Notebook,14.0,Intel Core i5,8,256GB SSD,No memory,Intel UHD Graphics,Windows 10,55890.72
486,Dell,Workstation,15.6,Intel Core i7,16,512GB SSD,No memory,Nvidia Quadro M620,Windows 10,124568.64
487,Dell,Notebook,15.6,Intel Core i7,16,512GB SSD,No memory,Nvidia GeForce GTX,Windows 10,101178.72
488,Lenovo,Ultrabook,12.5,Intel Core i7,16,512GB SSD,No memory,Intel HD Graphics,Windows 10,95797.44
489,Asus,Ultrabook,12.5,Intel Core i7,16,512GB SSD,No memory,Intel HD Graphics,Windows 10,103896.0
490,Lenovo,Notebook,15.6,Intel Core i5,8,256GB SSD,No memory,Nvidia GeForce 940MX,Windows 10,53918.8272
491,Toshiba,Ultrabook,13.3,Intel Core i7,32,512GB SSD,No memory,Intel HD Graphics,Windows 10,149130.72
492,Asus,Gaming,15.6,Intel Core i7,8,128GB SSD,1TB HDD,Nvidia GeForce GTX,Windows 10,71928.0
493,Acer,Notebook,15.6,AMD A10-Series,8,1TB HDD,No memory,AMD Radeon RX,Windows 10,30849.12
494,Asus,Gaming,17.3,Intel Core i7,24,256GB SSD,1TB HDD,Nvidia GeForce GTX,Windows 10,67612.32
495,Lenovo,Ultrabook,12.5,Intel Core i5,8,180GB SSD,No memory,Intel HD Graphics,Windows 10,58554.72
496,Lenovo,Notebook,15.6,Intel Core i7,8,256GB SSD,No memory,Intel UHD Graphics,Windows 10,47893.392
497,HP,Notebook,14.0,Intel Core i7,8,1TB SSD,No memory,Intel HD Graphics,Windows 10,93186.72
498,Lenovo,Notebook,13.3,Intel Core i3,8,256GB SSD,No memory,Intel HD Graphics,Windows 10,50562.72
499,Lenovo,Notebook,15.6,Intel Core i5,8,256GB SSD,No memory,Intel HD Graphics,Windows 10,48538.08
500,Asus,Netbook,11.6,Intel Celeron Dual,4,64GB Flash Storage,No memory,Intel HD Graphics,Windows 10 S,18115.2
501,HP,Notebook,15.6,Intel Core i5,8,256GB SSD,No memory,AMD Radeon 520,Windows 10,32979.7872
502,Lenovo,2 in 1 Convertible,13.9,Intel Core i5,8,256GB SSD,No memory,Intel UHD Graphics,Windows 10,85194.72
503,Lenovo,Notebook,14.0,Intel Celeron Dual,4,500GB HDD,No memory,Intel HD Graphics,Windows 10,15930.72
504,Lenovo,Netbook,11.6,Intel Celeron Dual,4,16GB SSD,No memory,Intel HD Graphics,Chrome OS,14119.2
505,Lenovo,Notebook,13.3,Intel Core i5,8,256GB SSD,No memory,Intel HD Graphics,Windows 10,50562.72
506,Asus,Notebook,15.6,Intel Core i7,8,256GB SSD,1TB HDD,Intel HD Graphics,Windows 10,65214.72
507,Acer,Notebook,15.6,Intel Core i5,4,1TB HDD,No memory,Nvidia GeForce MX150,Windows 10,32660.64
508,HP,Ultrabook,13.3,Intel Core i7,8,512GB SSD,No memory,Intel HD Graphics,Windows 10,70489.44
509,Lenovo,Gaming,15.6,Intel Core i7,8,256GB SSD,1TB HDD,Nvidia GeForce GTX,No OS,61218.72
510,Dell,Ultrabook,13.3,Intel Core i5,8,128GB SSD,No memory,Intel HD Graphics,Windows 10,47898.72
511,Acer,Notebook,15.6,Intel Core i7,4,500GB HDD,No memory,Nvidia GeForce 940MX,Windows 10,34045.92
512,Dell,Notebook,15.6,Intel Core i5,8,1TB HDD,No memory,Intel HD Graphics,Windows 10,44542.08
513,Dell,Notebook,15.6,Intel Core i7,16,256GB SSD,2TB HDD,AMD Radeon 530,Windows 10,64961.1072
514,Xiaomi,Notebook,15.6,Intel Core i7,16,256GB SSD,No memory,Nvidia GeForce MX150,No OS,74589.336
515,Asus,Netbook,11.6,Intel Celeron Dual,2,32GB Flash Storage,No memory,Intel HD Graphics,Windows 10,13053.6
516,HP,Notebook,15.6,Intel Core i5,4,1TB HDD,No memory,Intel UHD Graphics,Windows 10,27783.9216
517,Asus,Gaming,15.6,Intel Core i7,24,512GB SSD,No memory,Nvidia GeForce GTX1080,Windows 10,158135.04
518,HP,Notebook,15.6,Intel Core i5,8,256GB SSD,No memory,Nvidia GeForce 930MX,Windows 10,47365.92
519,Asus,Gaming,17.3,Intel Core i7,16,256GB SSD,1TB HDD,Nvidia GeForce GTX1050,Windows 10,80133.12
520,Lenovo,Gaming,15.6,Intel Core i7,8,256GB SSD,1TB HDD,Nvidia GeForce GTX,Windows 10,74538.72
521,HP,Ultrabook,13.3,Intel Core i7,8,256GB SSD,No memory,Intel HD Graphics,Windows 10,74538.72
522,Dell,Notebook,14.0,Intel Core i5,8,256GB SSD,No memory,Intel HD Graphics,Windows 10,68184.0144
523,HP,Notebook,15.6,Intel Core i3,4,128GB SSD,No memory,Intel HD Graphics,Windows 10,36709.92
524,Dell,Notebook,17.3,Intel Core i5,8,128GB SSD,1TB HDD,AMD Radeon 530,Linux,47365.92
525,Lenovo,Notebook,24.0,Intel Core i5,8,256GB SSD,No memory,Intel HD Graphics,Windows 7,71395.2
526,Lenovo,Notebook,15.6,Intel Core i7,4,1TB HDD,No memory,Nvidia GeForce 920MX,Windows 10,42570.72
527,Lenovo,Notebook,15.6,Intel Core i3,8,2TB HDD,No memory,Nvidia GeForce 920MX,No OS,24455.52
528,Dell,Notebook,15.6,Intel Core i5,4,500GB HDD,No memory,AMD Radeon R5,Windows 10,31168.8
529,Dell,Notebook,15.6,Intel Core i5,8,256GB SSD,No memory,Intel HD Graphics,Windows 10,73366.56
530,Dell,Gaming,17.3,Intel Core i7,16,128GB SSD,1TB HDD,Nvidia GeForce GTX,Windows 10,160520.3856
531,Toshiba,Notebook,15.6,Intel Core i5,8,500GB HDD,No memory,Intel HD Graphics,Windows 10,45820.8
532,Asus,Notebook,15.6,Intel Core i7,8,256GB SSD,1TB HDD,Nvidia GeForce GTX,Windows 10,69210.72
533,Mediacom,Notebook,13.3,Intel Celeron Quad,4,32GB SSD,No memory,Intel HD Graphics,Windows 10,19660.32
534,Asus,Gaming,15.6,Intel Core i5,8,128GB SSD,1TB HDD,Nvidia GeForce GTX,Windows 10,87858.72
535,Dell,Notebook,15.6,Intel Core i7,8,256GB SSD,No memory,Nvidia GeForce 930MX,Windows 10,72940.32
536,Dell,Notebook,15.6,Intel Core i5,8,256GB SSD,No memory,AMD Radeon 530,Windows 10,42486.0048
537,HP,Notebook,15.6,Intel Pentium Quad,4,256GB SSD,No memory,Intel HD Graphics,Windows 10,21258.1872
538,HP,Gaming,17.3,Intel Core i7,12,1TB HDD,No memory,Nvidia GeForce GTX,Windows 10,95850.72
539,Lenovo,Notebook,14.0,Intel Core i7,8,256GB SSD,No memory,Nvidia GeForce 940MX,Windows 10,45767.52
540,Dell,Ultrabook,13.3,Intel Core i7,8,256GB SSD,No memory,Intel UHD Graphics,Windows 10,74538.72
541,Dell,Notebook,14.0,Intel Core i3,4,128GB SSD,No memory,Intel HD Graphics,Windows 10,39207.1536
542,HP,Ultrabook,13.3,Intel Core i7,8,256GB SSD,No memory,Intel HD Graphics,Windows 10,61005.6
543,Acer,Gaming,15.6,Intel Core i5,8,1TB HDD,No memory,Nvidia GeForce GTX,Linux,42517.44
544,Asus,Notebook,15.6,AMD E-Series,4,500GB HDD,No memory,AMD Radeon R2,Windows 10,18594.72
545,HP,Notebook,15.6,Intel Core i3,4,128GB SSD,No memory,Intel HD Graphics,Windows 10,37589.04
546,Lenovo,Notebook,14.0,Intel Core i5,4,500GB HDD,No memory,Intel HD Graphics,Windows 10,41824.8
547,Lenovo,Notebook,15.6,Intel Core i5,4,1TB HDD,No memory,Intel HD Graphics,No OS,24634.008
548,HP,Notebook,15.6,Intel Core i3,4,500GB HDD,No memory,Intel HD Graphics,Windows 10,21152.16
549,Lenovo,Notebook,15.6,Intel Core i7,8,512GB SSD,No memory,Intel HD Graphics,Windows 10,92121.12
550,Lenovo,Notebook,15.6,Intel Core i3,4,128GB SSD,No memory,Intel HD Graphics,Windows 10,26586.72
551,Dell,Notebook,15.6,Intel Core i5,8,256GB SSD,No memory,Intel HD Graphics,Windows 10,59513.2272
552,Dell,Gaming,17.3,Intel Core i7,16,256GB SSD,1TB HDD,Nvidia GeForce GTX,Windows 10,143802.72
553,HP,Notebook,17.3,Intel Core i3,8,1TB HDD,No memory,Intel HD Graphics,Windows 10,28992.312
554,HP,Notebook,17.3,Intel Core i7,8,1TB HDD,No memory,Nvidia GeForce 930MX,Windows 10,68198.4
555,Asus,Notebook,15.6,Intel Celeron Dual,4,500GB HDD,No memory,Intel HD Graphics,Linux,11934.72
556,Mediacom,Notebook,13.3,Intel Atom,4,32GB Flash Storage,No memory,Intel HD Graphics,Windows 10,13586.4
557,Lenovo,Notebook,17.3,Intel Core i7,6,128GB SSD,1TB HDD,Nvidia GeForce 940MX,Windows 10,50562.72
558,HP,Notebook,15.6,AMD A10-Series,6,128GB SSD,No memory,AMD Radeon 530,Windows 10,30310.992
559,Dell,Notebook,15.6,Intel Core i3,4,1TB HDD,No memory,AMD Radeon R5,Windows 10,32921.712
560,Acer,2 in 1 Convertible,11.6,Intel Celeron Dual,4,32GB Flash Storage,No memory,Intel HD Graphics,Windows 10,18594.72
561,Lenovo,Notebook,15.6,Intel Core i3,4,128GB SSD,No memory,Intel HD Graphics,Windows 10,33566.4
562,HP,Ultrabook,13.3,Intel Core M,16,512GB SSD,No memory,Intel HD Graphics,Windows 10,104695.2
563,Lenovo,Notebook,17.3,Intel Core i7,8,256GB SSD,No memory,Nvidia Quadro M620M,Windows 10,159786.72
564,Asus,Notebook,15.6,Intel Core i5,8,128GB SSD,1TB HDD,Nvidia GeForce GTX,Windows 10,44701.92
565,Dell,Ultrabook,13.3,Intel Core i5,8,128GB SSD,No memory,Intel UHD Graphics,Windows 10,85194.72
566,Dell,Notebook,15.6,Intel Core i5,4,500GB HDD,No memory,Intel HD Graphics,Windows 10,51095.52
568,Lenovo,Notebook,15.6,Intel Pentium Quad,4,500GB HDD,No memory,Intel HD Graphics,Windows 10,18328.32
569,Lenovo,Notebook,14.0,Intel Core i5,4,500GB HDD,No memory,Intel HD Graphics,Windows 10,52747.2
570,HP,Workstation,17.3,Intel Core i5,8,500GB HDD,No memory,Nvidia Quadro M1200,Windows 10,99153.5472
571,HP,Notebook,14.0,Intel Pentium Quad,8,2TB HDD,No memory,Intel HD Graphics,Windows 10,20725.92
572,HP,Notebook,15.6,AMD A9-Series,6,256GB SSD,No memory,AMD Radeon 530,Windows 10,34578.72
573,Lenovo,Notebook,15.6,Intel Core i5,8,256GB SSD,No memory,Intel HD Graphics,Windows 10,44222.4
574,Lenovo,Notebook,15.6,Intel Core i5,4,500GB HDD,No memory,Intel HD Graphics,Windows 10,36496.8
575,Mediacom,Notebook,14.0,Intel Atom,4,32GB SSD,No memory,Intel HD Graphics,Windows 10,13266.72
576,Toshiba,Ultrabook,14.0,Intel Core i7,16,512GB SSD,No memory,Intel HD Graphics,Windows 10,99367.2
577,Lenovo,Gaming,17.3,Intel Core i7,32,256GB SSD,1TB HDD,Nvidia GeForce GTX,Windows 10,141884.64
578,MSI,Gaming,17.3,Intel Core i7,16,512GB SSD,1TB HDD,Nvidia GeForce GTX,Windows 10,145401.12
579,Dell,Notebook,15.6,Intel Core i7,8,256GB SSD,No memory,AMD Radeon R5,Linux,39907.2528
580,Mediacom,Notebook,14.0,Intel Celeron Quad,4,32GB SSD,No memory,Intel HD Graphics,Windows 10,20725.92
581,Dell,Notebook,15.6,Intel Core i5,8,500GB HDD,No memory,Intel HD Graphics,Windows 10,53733.9456
582,HP,Notebook,13.3,Intel Core i3,4,128GB SSD,No memory,Intel HD Graphics,Windows 10,38308.32
583,Dell,Notebook,15.6,Intel Core i7,16,256GB SSD,No memory,Nvidia GeForce 930MX,Windows 10,81912.1392
584,Dell,Netbook,11.6,Intel Celeron Dual,4,16GB Flash Storage,No memory,Intel HD Graphics,Chrome OS,15717.6
585,MSI,Gaming,17.3,Intel Core i7,16,128GB SSD,1TB HDD,Nvidia GeForce GTX,Windows 10,125154.72
586,HP,Gaming,17.3,Intel Core i7,16,256GB SSD,1TB HDD,Nvidia GeForce GTX,Windows 10,79813.44
587,Lenovo,Ultrabook,14.0,Intel Core i7,12,256GB SSD,No memory,Intel HD Graphics,Windows 10,89137.44
588,Lenovo,Notebook,15.6,Intel Core i7,12,1TB HDD,No memory,Intel HD Graphics,Windows 10,32447.52
589,Asus,Gaming,17.3,Intel Core i5,8,128GB SSD,1TB HDD,Nvidia GeForce GTX,Windows 10,94305.6
590,Asus,2 in 1 Convertible,15.6,Intel Core i5,8,1TB HDD,No memory,Intel HD Graphics,Windows 10,39373.92
591,Lenovo,Notebook,15.6,AMD A12-Series,12,512GB SSD,No memory,AMD Radeon 530,Windows 10,50562.72
592,Dell,2 in 1 Convertible,31.6,Intel Core M,4,128GB SSD,No memory,Intel HD Graphics,Windows 10,32127.84
593,Samsung,Notebook,15.6,Intel Core i7,16,128GB SSD,1TB HDD,Nvidia GeForce GTX,Windows 10,90522.72
594,Lenovo,Notebook,17.3,Intel Core i3,4,500GB HDD,No memory,Intel HD Graphics,No OS,28185.12
595,Lenovo,Notebook,15.6,Intel Core i3,8,1TB HDD,No memory,Intel HD Graphics,Windows 10,24455.52
596,Lenovo,2 in 1 Convertible,13.3,Intel Core i7,8,512GB SSD,No memory,Intel HD Graphics,Windows 10,107892.0
597,Lenovo,Notebook,14.0,Intel Core i5,8,256GB SSD,No memory,Intel HD Graphics,Windows 10,78534.72
598,Dell,2 in 1 Convertible,12.5,Intel Core i5,8,256GB SSD,No memory,Intel HD Graphics,Windows 10,88977.6
599,Dell,Workstation,15.6,Intel Core i7,8,256GB SSD,No memory,Nvidia Quadro M620,Windows 10,93932.64
600,HP,Notebook,15.6,Intel Core i7,8,256GB SSD,No memory,Intel HD Graphics,Windows 10,64948.32
601,HP,Notebook,15.6,Intel Core i3,4,500GB HDD,No memory,Intel HD Graphics,Windows 10,35616.6144
602,Acer,Notebook,14.0,Intel Celeron Quad,4,32GB Flash Storage,No memory,Intel HD Graphics,Windows 10,17529.12
603,MSI,Gaming,17.3,Intel Core i7,16,128GB SSD,1TB HDD,Nvidia GeForce GTX,Windows 10,117162.72
604,Dell,Notebook,15.6,Intel Core i3,4,1TB HDD,No memory,AMD Radeon R5,Linux,24775.2
605,MSI,Gaming,15.6,Intel Core i7,16,256GB SSD,2TB HDD,Nvidia GeForce GTX,Windows 10,122490.72
606,Toshiba,Notebook,15.6,Intel Core i7,8,256GB SSD,No memory,Intel HD Graphics,Windows 10,74538.72
607,Lenovo,Notebook,15.6,Intel Core i5,6,1TB HDD,No memory,Intel HD Graphics,Windows 10,30049.92
608,Lenovo,2 in 1 Convertible,15.6,Intel Core i7,8,256GB SSD,No memory,Intel HD Graphics,Windows 10,69210.72
609,Acer,Notebook,14.0,Intel Pentium Quad,4,128GB Flash Storage,No memory,Intel HD Graphics,Windows 10,18594.72
610,Lenovo,Notebook,15.6,Intel Xeon E3-1535M,32,1TB SSD,No memory,Nvidia Quadro M2200M,Windows 10,261018.72
611,Dell,Gaming,15.6,Intel Core i7,16,1TB HDD,No memory,Nvidia GeForce GTX,Windows 10,46833.6528
612,Dell,Notebook,15.6,Intel Core i3,4,1TB HDD,No memory,Intel HD Graphics,Linux,23650.992
613,Dell,Notebook,15.6,Intel Core i3,4,1TB HDD,No memory,Intel HD Graphics,Linux,19127.52
614,Dell,Notebook,15.6,Intel Core i5,4,500GB HDD,No memory,Intel HD Graphics,Linux,46300.32
615,Asus,Gaming,17.3,Intel Core i7,8,128GB SSD,1TB HDD,Nvidia GeForce GTX,Windows 10,62231.04
617,HP,Ultrabook,15.6,Intel Core i7,8,512GB SSD,No memory,Intel HD Graphics,Windows 10,74005.92
618,MSI,Gaming,15.6,Intel Core i7,16,256GB SSD,1TB HDD,Nvidia GeForce GTX,Windows 10,120831.5808
619,Acer,2 in 1 Convertible,11.6,Intel Celeron Quad,4,32GB Flash Storage,No memory,Intel HD Graphics,Chrome OS,20193.12
620,HP,Notebook,14.0,Intel Core i5,8,256GB SSD,No memory,Intel HD Graphics,Windows 10,59886.72
621,Lenovo,Notebook,14.0,Intel Core i5,8,256GB SSD,No memory,Intel HD Graphics,Windows 7,78055.2
622,Dell,Notebook,15.6,Intel Core i5,4,1TB HDD,No memory,AMD Radeon 530,Windows 10,41345.28
623,Fujitsu,Notebook,15.6,Intel Core i5,8,256GB SSD,No memory,Intel HD Graphics,Windows 10,42570.72
624,HP,Notebook,15.6,Intel Core i5,4,500GB HDD,No memory,Intel HD Graphics,Windows 7,49656.96
626,Mediacom,Notebook,14.0,Intel Atom,2,32GB Flash Storage,No memory,Intel HD Graphics,Windows 10,12733.92
627,Lenovo,Notebook,15.6,Intel Core i5,4,128GB SSD,No memory,Intel HD Graphics,No OS,24935.04
628,Asus,2 in 1 Convertible,13.3,Intel Core i5,6,1TB HDD,No memory,Intel HD Graphics,Windows 10,34046.4528
630,Asus,Ultrabook,14.0,Intel Core i7,16,512GB SSD,No memory,Intel HD Graphics,Windows 10,101232.0
631,Dell,Gaming,15.6,Intel Core i7,16,256GB SSD,1TB HDD,Nvidia GeForce GTX,Windows 10,78801.12
632,Lenovo,Notebook,15.6,Intel Core i5,4,256GB SSD,No memory,Intel UHD Graphics,Windows 10,44169.12
633,Lenovo,Notebook,15.6,Intel Core i3,4,1TB HDD,No memory,Nvidia GeForce 920MX,Windows 10,30849.12
634,Asus,Notebook,15.6,Intel Celeron Dual,8,1TB HDD,No memory,Intel HD Graphics,Windows 10,21258.72
635,Asus,Notebook,15.6,Intel Core i5,8,1TB HDD,No memory,Nvidia GeForce GTX,Windows 10,48304.7136
636,Dell,Ultrabook,13.3,Intel Core i5,8,256GB SSD,No memory,Intel UHD Graphics,Windows 10,99580.32
637,Lenovo,Notebook,14.0,Intel Celeron Dual,2,32GB Flash Storage,No memory,Intel HD Graphics,Windows 10,13266.72
638,Lenovo,2 in 1 Convertible,13.3,Intel Core i7,8,256GB SSD,No memory,Intel HD Graphics,Windows 10,93635.3376
639,Dell,Notebook,15.6,Intel Core i7,16,1TB SSD,No memory,Nvidia GeForce GTX,Windows 10,127818.72
640,Lenovo,Gaming,15.6,Intel Core i7,8,128GB SSD,1TB HDD,Nvidia GeForce GTX,Windows 10,59087.52
641,HP,Notebook,17.0,AMD A9-Series,8,1TB HDD,No memory,AMD Radeon R5,Windows 10,27753.552
642,Lenovo,Ultrabook,14.0,Intel Core i7,16,512GB SSD,No memory,Intel HD Graphics,Windows 10,130536.0
643,Asus,Gaming,15.6,Intel Core i7,8,1TB HDD,No memory,Nvidia GeForce GTX,No OS,62284.32
644,Acer,Notebook,15.6,Intel Core i3,4,500GB HDD,No memory,Intel HD Graphics,Windows 10,23976.0
645,Lenovo,Notebook,14.0,Intel Celeron Dual,4,32GB Flash Storage,No memory,Intel HD Graphics,Windows 10,14598.72
646,Acer,Ultrabook,14.0,Intel Core i5,8,256GB SSD,No memory,Intel Graphics 620,Windows 10,48964.32
647,Razer,Gaming,14.0,Intel Core i7,16,256GB SSD,No memory,Nvidia GeForce GTX,Windows 10,138474.72
648,Toshiba,Notebook,13.3,Intel Core i5,8,256GB SSD,No memory,Intel HD Graphics,Windows 10,64628.64
649,Lenovo,Ultrabook,12.5,Intel Core i7,8,256GB SSD,No memory,Intel HD Graphics,Windows 10,84395.52
650,Asus,Gaming,17.3,Intel Core i7,32,512GB SSD,No memory,Nvidia GeForce GTX,Windows 10,149130.72
651,Acer,Gaming,15.6,Intel Core i5,8,1TB HDD,No memory,Nvidia GeForce GTX,Linux,37775.52
652,Dell,Ultrabook,13.3,Intel Core i5,8,256GB SSD,No memory,Intel UHD Graphics,Windows 10,77250.672
653,MSI,Gaming,15.6,Intel Core i7,8,128GB SSD,1TB HDD,Nvidia GeForce GTX,Windows 10,63499.104
654,HP,Notebook,15.6,Intel Core i3,4,500GB HDD,No memory,Intel HD Graphics,No OS,19441.872
655,Toshiba,Notebook,15.6,Intel Core i5,8,500GB HDD,No memory,Intel HD Graphics,Windows 10,56689.92
656,Dell,Notebook,15.6,Intel Core i7,8,256GB SSD,No memory,AMD Radeon 530,Windows 10,48964.32
657,Dell,Notebook,15.6,Intel Core i7,16,256GB SSD,2TB HDD,AMD Radeon 530,Windows 10,60472.8
658,Lenovo,Gaming,15.6,Intel Core i7,8,128GB SSD,1TB HDD,Nvidia GeForce GTX,Windows 10,63722.88
659,Dell,Gaming,17.3,Intel Core i7,32,512GB SSD,1TB HDD,Nvidia GeForce GTX,Windows 10,167691.8736
660,Dell,Notebook,14.0,Intel Core i5,8,256GB SSD,No memory,Intel HD Graphics,Windows 10,65481.12
661,Lenovo,Notebook,15.6,Intel Celeron Dual,4,500GB HDD,No memory,Intel HD Graphics,Windows 10,22324.32
662,Lenovo,Notebook,15.6,Intel Core i5,4,500GB HDD,No memory,Intel HD Graphics,Windows 10,28504.8
663,HP,Notebook,15.6,Intel Core i3,6,1TB HDD,No memory,AMD Radeon R5,Windows 10,28717.92
664,MSI,Gaming,17.3,Intel Core i7,8,128GB SSD,1TB HDD,Nvidia GeForce GTX,Windows 10,79215.1056
665,Toshiba,Notebook,15.6,Intel Core i3,4,128GB SSD,No memory,Intel HD Graphics,Windows 10,26533.44
667,HP,Notebook,15.6,Intel Core i7,8,1TB HDD,No memory,AMD Radeon 530,Windows 10,39693.6
668,Toshiba,Notebook,15.6,Intel Core i5,8,256GB SSD,No memory,Intel HD Graphics,Windows 10,67026.24
669,Acer,Notebook,15.6,Intel Core i3,4,128GB SSD,No memory,Intel HD Graphics,Linux,21951.36
670,Microsoft,Ultrabook,13.5,Intel Core i7,8,256GB SSD,No memory,Intel Iris Plus,Windows 10 S,99519.048
671,Lenovo,Notebook,15.6,Intel Core i5,8,128GB SSD,1TB HDD,AMD Radeon R5,Windows 10,43580.376
672,Lenovo,2 in 1 Convertible,13.3,Intel Core i5,8,256GB SSD,No memory,Intel HD Graphics,Windows 10,55091.52
673,Lenovo,Notebook,35.6,AMD E-Series,4,128GB SSD,No memory,AMD Radeon R2,Windows 10,18594.72
674,HP,2 in 1 Convertible,14.0,Intel Core i3,4,128GB SSD,No memory,Nvidia GeForce 940MX,Windows 10,37242.72
675,MSI,Gaming,15.6,Intel Core i7,16,256GB SSD,1TB HDD,Nvidia GeForce GTX,Windows 10,68944.32
676,Asus,Ultrabook,14.0,Intel Core i5,8,256GB SSD,No memory,Intel HD Graphics,Windows 10,60472.8
677,HP,2 in 1 Convertible,11.6,Intel Celeron Dual,8,64GB Flash Storage,No memory,Intel HD Graphics,Chrome OS,26373.6
678,LG,Ultrabook,15.6,Intel Core i7,8,512GB SSD,No memory,Intel HD Graphics,Windows 10,122490.72
679,Acer,Gaming,15.6,Intel Core i5,16,256GB SSD,No memory,Nvidia GeForce GTX,Windows 10,69210.72
680,MSI,Gaming,15.6,Intel Core i5,8,256GB SSD,No memory,Nvidia GeForce GTX,Windows 10,53168.112
681,Asus,Notebook,15.6,Intel Celeron Dual,4,128GB SSD,No memory,Intel HD Graphics,Windows 10,22324.32
682,Dell,Gaming,15.6,Intel Core i5,16,128GB SSD,1TB HDD,Nvidia GeForce GTX,Windows 10,109277.28
683,HP,Notebook,17.3,Intel Core i3,4,256GB SSD,No memory,AMD Radeon R5,Windows 10,37242.72
684,Lenovo,2 in 1 Convertible,13.3,Intel Core i7,8,512GB SSD,No memory,Intel UHD Graphics,Windows 10,79866.72
685,Dell,Gaming,15.6,Intel Core i7,16,256GB SSD,1TB HDD,Nvidia GeForce GTX,Windows 10,149916.6
686,HP,Notebook,15.6,Intel Core i5,4,500GB HDD,No memory,AMD Radeon 520,Windows 10,32639.8608
687,Dell,Notebook,15.6,Intel Core i3,4,1TB HDD,No memory,AMD Radeon R5,Windows 10,29073.2976
688,HP,Notebook,17.3,AMD A10-Series,6,2TB HDD,No memory,AMD Radeon R7,Windows 10,30316.32
689,Lenovo,Notebook,15.6,Intel Celeron Dual,4,500GB HDD,No memory,Intel HD Graphics,Windows 10,16943.04
690,Acer,Notebook,14.0,Intel Celeron Dual,4,32GB Flash Storage,No memory,Intel HD Graphics,Chrome OS,19980.0
691,Lenovo,Notebook,14.0,Intel Core i5,4,256GB SSD,No memory,Intel HD Graphics,Windows 10,37242.72
692,HP,Workstation,17.3,Intel Core i7,8,500GB HDD,No memory,Nvidia Quadro M1200,Windows 10,101657.7072
693,Lenovo,2 in 1 Convertible,14.0,Intel Core i7,8,256GB SSD,No memory,Intel HD Graphics,Windows 10,137995.2
694,Toshiba,Notebook,13.3,Intel Core i5,8,256GB SSD,No memory,Intel HD Graphics,Windows 10,51841.44
695,Acer,Netbook,11.6,Intel Celeron Dual,4,32GB Flash Storage,No memory,Intel HD Graphics,Windows 10,14332.32
696,Lenovo,2 in 1 Convertible,14.0,Intel Core i7,16,512GB SSD,No memory,Intel HD Graphics,Windows 10,93186.72
697,Asus,2 in 1 Convertible,12.5,Intel Core M,4,64GB Flash Storage,No memory,Intel HD Graphics,Chrome OS,35644.32
698,Toshiba,Ultrabook,13.3,Intel Core i7,16,512GB SSD,No memory,Intel HD Graphics,Windows 10,100006.56
700,Dell,Gaming,15.6,Intel Core i5,8,1TB HDD,No memory,Nvidia GeForce GTX,Windows 10,43636.32
701,Lenovo,Notebook,15.6,AMD A9-Series,4,256GB SSD,No memory,AMD Radeon 530,Windows 10,21258.72
702,Lenovo,Notebook,15.6,AMD A12-Series,8,1TB HDD,No memory,AMD Radeon R7,Windows 10,22857.12
703,Lenovo,Notebook,15.6,Intel Core i5,4,1TB HDD,1TB HDD,Intel HD Graphics,Windows 10,33110.856
704,Lenovo,Notebook,15.6,Intel Core i3,4,500GB HDD,No memory,Intel HD Graphics,No OS,23976.0
705,Dell,Notebook,15.6,Intel Core i5,8,256GB SSD,No memory,Intel HD Graphics,Windows 10,42357.6
706,Acer,2 in 1 Convertible,13.3,Intel Core i5,1,256GB SSD,No memory,Intel UHD Graphics,Windows 10,53226.72
707,Lenovo,Workstation,15.6,Intel Core i7,16,512GB SSD,No memory,Nvidia Quadro M520M,Windows 7,98834.4
708,Lenovo,Notebook,14.0,Intel Core i5,8,256GB SSD,No memory,Intel HD Graphics,Windows 10,63456.48
709,HP,Notebook,17.3,AMD A10-Series,6,2TB HDD,No memory,AMD Radeon 530,Windows 10,34898.9328
710,Lenovo,Gaming,15.6,Intel Core i7,8,128GB SSD,1TB HDD,Nvidia GeForce GTX,Windows 10,66546.72
711,Dell,Notebook,14.0,Intel Core i5,8,256GB SSD,No memory,Nvidia GeForce 930MX,Linux,58021.92
